Filename,Device,MaxTemp,MeanTemp,MaxPressure,MeanPressure,TotalCycle_min
1280_U01.pdf,Ritter1,,,,,
1279_U01.pdf,Ritter1,,,,,
1281_U01.pdf,Ritter1,,,,,
1298_U01.pdf,Ritter1,,,,,
1294_U01.pdf,Ritter1,,,,,
1296_U01.pdf,Ritter1,,,,,
1295_U01.pdf,Ritter1,,,,,
1297_U01.pdf,Ritter1,,,,,
1317_U04.pdf,Ritter1,,,,,
1314_U04.pdf,Ritter1,,,,,
1312_.pdf,Ritter1,,,,,
1316_U02.pdf,Ritter1,,,,,
1313_.pdf,Ritter1,,,,,
1311_U02.pdf,Ritter1,,,,,
1315_U02.pdf,Ritter1,,,,,
1321_U02.pdf,Ritter1,,,,,
1323_U02.pdf,Ritter1,,,,,
1322_U02.pdf,Ritter1,,,,,
1320_U02.pdf,Ritter1,,,,,
1318_.pdf,Ritter1,,,,,
1319_U02.pdf,Ritter1,,,,,
1308_U01.pdf,Ritter1,,,,,
1310_.pdf,Ritter1,,,,,
1305_U01.pdf,Ritter1,,,,,
1307_U01.pdf,Ritter1,,,,,
1309_U01.pdf,Ritter1,,,,,
1306_U01.pdf,Ritter1,,,,,
1304_U01.pdf,Ritter1,,,,,
1274_U01.pdf,Ritter1,,,,,
1272_U01.pdf,Ritter1,,,,,
1271_U01.pdf,Ritter1,,,,,
1273_U01.pdf,Ritter1,,,,,
1250_U02.pdf,Ritter1,,,,,
1249_U02.pdf,Ritter1,,,,,
1246_.pdf,Ritter1,,,,,
1248_.pdf,Ritter1,,,,,
1247_.pdf,Ritter1,,,,,
1257_U01.pdf,Ritter1,,,,,
1254_U01.pdf,Ritter1,,,,,
1253_U01.pdf,Ritter1,,,,,
1256_U01.pdf,Ritter1,,,,,
1255_U01.pdf,Ritter1,,,,,
1252_U01.pdf,Ritter1,,,,,
1282_.pdf,Ritter1,,,,,
1285_U02.pdf,Ritter1,,,,,
1283_U02.pdf,Ritter1,,,,,
1284_U02.pdf,Ritter1,,,,,
1286_.pdf,Ritter1,,,,,
1237_U01.pdf,Ritter1,,,,,
1234_U01.pdf,Ritter1,,,,,
1235_U01.pdf,Ritter1,,,,,
1236_U01.pdf,Ritter1,,,,,
1233_U01.pdf,Ritter1,,,,,
1263_.pdf,Ritter1,,,,,
1267_U02.pdf,Ritter1,,,,,
1269_.pdf,Ritter1,,,,,
1264_U02.pdf,Ritter1,,,,,
1265_.pdf,Ritter1,,,,,
1266_U02.pdf,Ritter1,,,,,
1268_U02.pdf,Ritter1,,,,,
1259_U01.pdf,Ritter1,,,,,
1260_U01.pdf,Ritter1,,,,,
1262_U01.pdf,Ritter1,,,,,
1258_U01.pdf,Ritter1,,,,,
1261_U01.pdf,Ritter1,,,,,
1288_.pdf,Ritter1,,,,,
1287_.pdf,Ritter1,,,,,
1290_U02.pdf,Ritter1,,,,,
1292_.pdf,Ritter1,,,,,
1289_.pdf,Ritter1,,,,,
1291_U02.pdf,Ritter1,,,,,
1293_.pdf,Ritter1,,,,,
1238_U02.pdf,Ritter1,,,,,
1239_.pdf,Ritter1,,,,,
1242_.pdf,Ritter1,,,,,
1244_U02.pdf,Ritter1,,,,,
1245_U02.pdf,Ritter1,,,,,
1243_U02.pdf,Ritter1,,,,,
1240_.pdf,Ritter1,,,,,
1241_U02.pdf,Ritter1,,,,,
1227_U01.pdf,Ritter1,,,,,
1228_U01.pdf,Ritter1,,,,,
1226_U01.pdf,Ritter1,,,,,
1229_U01.pdf,Ritter1,,,,,
1225_U01.pdf,Ritter1,,,,,
1277_U01.pdf,Ritter1,,,,,
1276_U01.pdf,Ritter1,,,,,
1278_U01.pdf,Ritter1,,,,,
1275_U01.pdf,Ritter1,,,,,
1303_U01.pdf,Ritter1,,,,,
1299_U01.pdf,Ritter1,,,,,
1302_U01.pdf,Ritter1,,,,,
1301_U01.pdf,Ritter1,,,,,
1300_U01.pdf,Ritter1,,,,,
1230_U01.pdf,Ritter1,,,,,
1232_U01.pdf,Ritter1,,,,,
1231_U01.pdf,Ritter1,,,,,
818_.pdf,Ritter1,,,,,
813_.pdf,Ritter1,,,,,
811_.pdf,Ritter1,,,,,
815_.pdf,Ritter1,,,,,
812_.pdf,Ritter1,,,,,
816_.pdf,Ritter1,,,,,
814_.pdf,Ritter1,,,,,
817_.pdf,Ritter1,,,,,
780_.pdf,Ritter1,,,,,
779_.pdf,Ritter1,,,,,
778_.pdf,Ritter1,,,,,
767_.pdf,Ritter1,,,,,
764_.pdf,Ritter1,,,,,
765_.pdf,Ritter1,,,,,
766_.pdf,Ritter1,,,,,
796_U01.pdf,Ritter1,,,2021.0,170.30769230769232,80.26666666666667
